Gene Map Search - 'familial hypercholesterolemia '
Downloaded:	Jun 06, 2023
Copyright (c) 1966-2023 Johns Hopkins University OMIM, data are provided for research purposes only.

Cytogenetic location	Genomic coordinates (From NCBI/GRCh38)	Gene/Locus	Gene/Locus name	Gene/Locus MIM number	Approved Symbol	Entrez Gene ID	Ensembl Gene ID	Comments	Phenotype	Phenotype MIM number	Inheritance	Pheno map key	Mouse Gene (from MGI)
16p13.3	16:2475127-2505730	TBC1D24, KIAA1171, FIME, DEE16, DOORS, DFNB86, DFNA65, EPRPDC	TBC1 domain family, member 24	613577	TBC1D24	57465	ENSG00000162065,ENST00000646147;;;ENST00000646147		Epilepsy, rolandic, with paroxysmal exercise-induce dystonia and writer's cramp	608105	Autosomal recessive	3	Tbc1d24
16p13.3	16:2475127-2505730	TBC1D24, KIAA1171, FIME, DEE16, DOORS, DFNB86, DFNA65, EPRPDC	TBC1 domain family, member 24	613577	TBC1D24	57465	ENSG00000162065,ENST00000646147;;;ENST00000646147		Myoclonic epilepsy, infantile, familial	605021	Autosomal recessive	3	Tbc1d24
16p13.3	16:3242027-3256633	MEFV, MEF, FMF, PAAND	MEFV innate immunity regulator, pyrin	608107	MEFV	4210	ENSG00000103313,ENST00000219596;;;ENST00000219596	between D16S80 and D16S283	Familial Mediterranean fever, AD	134610	Autosomal dominant	3	Mefv
16p13.3	16:3242027-3256633	MEFV, MEF, FMF, PAAND	MEFV innate immunity regulator, pyrin	608107	MEFV	4210	ENSG00000103313,ENST00000219596;;;ENST00000219596	between D16S80 and D16S283	Familial Mediterranean fever, AR	249100	Autosomal recessive	3	Mefv
16p13.3	16:3242027-3256633	MEFV, MEF, FMF, PAAND	MEFV innate immunity regulator, pyrin	608107	MEFV	4210	ENSG00000103313,ENST00000219596;;;ENST00000219596	between D16S80 and D16S283	Neutrophilic dermatosis, acute febrile	608068	Autosomal dominant	3	Mefv
16p13.13	16:11254417-11256204	SOCS1, SSI1, CIS1, CISH1, AISIMD	Suppressor of cytokine signaling 1	603597	SOCS1	8651	ENSG00000185338,ENST00000332029;;;ENST00000332029		Autoinflammatory syndrome, familial, with or without immunodeficiency	619375	Autosomal dominant	3	Socs1
16p13.11	16:15703135-15857028	MYH11, AAT4, FAA4, VSCM2	Myosin, heavy polypeptide-11, smooth muscle	160745	MYH11	4629	ENSG00000133392,ENST00000300036;;;ENST00000300036	fused with CBFB by inversion in acute myelomonocytic leukemia	Aortic aneurysm, familial thoracic 4	132900	Autosomal dominant	3	Myh11
16p13.11	16:15703135-15857028	MYH11, AAT4, FAA4, VSCM2	Myosin, heavy polypeptide-11, smooth muscle	160745	MYH11	4629	ENSG00000133392,ENST00000300036;;;ENST00000300036	fused with CBFB by inversion in acute myelomonocytic leukemia	Megacystis-microcolon-intestinal hypoperistalsis syndrome 2	619351	Autosomal recessive	3	Myh11
16p13.11	16:15703135-15857028	MYH11, AAT4, FAA4, VSCM2	Myosin, heavy polypeptide-11, smooth muscle	160745	MYH11	4629	ENSG00000133392,ENST00000300036;;;ENST00000300036	fused with CBFB by inversion in acute myelomonocytic leukemia	Visceral myopathy 2	619350	Autosomal dominant	3	Myh11
16p12.1	16:24610205-24826218	TNRC6A, GW182, KIAA1460, FAME6	Trinucleotide repeat-containing gene 6A	610739	TNRC6A	27327	ENSG00000090905,ENST00000395799;;;ENST00000395799	mutation identified in 1 FAME6 family	?Epilepsy, familial adult myoclonic, 6	618074	Autosomal dominant	3	Tnrc6a
16p11.2	16:29812193-29815881	PRRT2, PKC, DYT10, EKD1, BFIS2, BFIC2, ICCA	Proline-rich transmembrane protein 2	614386	PRRT2	112476	ENSG00000167371,ENST00000358758;;;ENST00000358758		Convulsions, familial infantile, with paroxysmal choreoathetosis	602066	Autosomal dominant	3	Prrt2
16p11.2	16:29812193-29815881	PRRT2, PKC, DYT10, EKD1, BFIS2, BFIC2, ICCA	Proline-rich transmembrane protein 2	614386	PRRT2	112476	ENSG00000167371,ENST00000358758;;;ENST00000358758		Episodic kinesigenic dyskinesia 1	128200	Autosomal dominant	3	Prrt2
16p11.2	16:29812193-29815881	PRRT2, PKC, DYT10, EKD1, BFIS2, BFIC2, ICCA	Proline-rich transmembrane protein 2	614386	PRRT2	112476	ENSG00000167371,ENST00000358758;;;ENST00000358758		Seizures, benign familial infantile, 2	605751	Autosomal dominant	3	Prrt2
16q12.1-q23.1	16:47000001-79200000	STUT4	Stuttering, familial persistent, 4	614668		100909385		max lod at D16S3043	Stuttering, familial persistent, 4	614668		2	
16q12.1	16:50742086-50801935	CYLD, CDMT, EAC, MFT1, KIAA0849, BRSS, FTDALS8	CYLD lysine-63 deubiquitinase	605018	CYLD	1540	ENSG00000083799,ENST00000427738;;;ENST00000427738	mutation identified in 1 FTDALS8 family	?Frontotemporal dementia and/or amyotrophic lateral sclerosis 8	619132	Autosomal dominant	3	Cyld
16q12.1	16:50742086-50801935	CYLD, CDMT, EAC, MFT1, KIAA0849, BRSS, FTDALS8	CYLD lysine-63 deubiquitinase	605018	CYLD	1540	ENSG00000083799,ENST00000427738;;;ENST00000427738	mutation identified in 1 FTDALS8 family	Brooke-Spiegler syndrome	605041	Autosomal dominant	3	Cyld
16q12.1	16:50742086-50801935	CYLD, CDMT, EAC, MFT1, KIAA0849, BRSS, FTDALS8	CYLD lysine-63 deubiquitinase	605018	CYLD	1540	ENSG00000083799,ENST00000427738;;;ENST00000427738	mutation identified in 1 FTDALS8 family	Cylindromatosis, familial	132700	Autosomal dominant	3	Cyld
16q12.1	16:50742086-50801935	CYLD, CDMT, EAC, MFT1, KIAA0849, BRSS, FTDALS8	CYLD lysine-63 deubiquitinase	605018	CYLD	1540	ENSG00000083799,ENST00000427738;;;ENST00000427738	mutation identified in 1 FTDALS8 family	Trichoepithelioma, multiple familial, 1	601606	Autosomal dominant	3	Cyld
16q22	16:66600001-74100000	ATFB8	Atrial fibrillation, familial, 8	613055		100306979		associated with rs7193343	Atrial fibrillation, familial, 8	613055		2	
16q22.1	16:67170538-67175737	NOL3, NOP, MYC, ARC, FCM, MYOCL1	Nucleolar protein 3	605235	NOL3	8996	ENSG00000140939,ENST00000568146	mutation identified in 1 MYOCL1 family	?Myoclonus, familial, 1	614937	Autosomal dominant	3	Nol3
16q23.3	16:81779291-81962685	PLCG2, FCAS3, APLAID	Phospholipase C, gamma 2	600220	PLCG2	5336	ENSG00000197943,ENST00000564138;;;ENST00000564138		Autoinflammation, antibody deficiency, and immune dysregulation syndrome	614878	Autosomal dominant	3	Plcg2
16q23.3	16:81779291-81962685	PLCG2, FCAS3, APLAID	Phospholipase C, gamma 2	600220	PLCG2	5336	ENSG00000197943,ENST00000564138;;;ENST00000564138		Familial cold autoinflammatory syndrome 3	614468	Autosomal dominant	3	Plcg2
17q11.2	17:31094927-31377677	NF1, VRNF, WSS, NFNS	Neurofibromin (neurofibromatosis, type I)	613113	NF1	4763	ENSG00000196712,ENST00000358273;;;ENST00000358273		Leukemia, juvenile myelomonocytic	607785	Autosomal dominant; Somatic mutation	3	Nf1
17q11.2	17:31094927-31377677	NF1, VRNF, WSS, NFNS	Neurofibromin (neurofibromatosis, type I)	613113	NF1	4763	ENSG00000196712,ENST00000358273;;;ENST00000358273		Neurofibromatosis, familial spinal	162210	Autosomal dominant	3	Nf1
17q11.2	17:31094927-31377677	NF1, VRNF, WSS, NFNS	Neurofibromin (neurofibromatosis, type I)	613113	NF1	4763	ENSG00000196712,ENST00000358273;;;ENST00000358273		Neurofibromatosis, type 1	162200	Autosomal dominant	3	Nf1
17q11.2	17:31094927-31377677	NF1, VRNF, WSS, NFNS	Neurofibromin (neurofibromatosis, type I)	613113	NF1	4763	ENSG00000196712,ENST00000358273;;;ENST00000358273		Neurofibromatosis-Noonan syndrome	601321	Autosomal dominant	3	Nf1
17q11.2	17:31094927-31377677	NF1, VRNF, WSS, NFNS	Neurofibromin (neurofibromatosis, type I)	613113	NF1	4763	ENSG00000196712,ENST00000358273;;;ENST00000358273		Watson syndrome	193520	Autosomal dominant	3	Nf1
17q12	17:35092221-35119860	RAD51D, RAD51L3, BROVCA4	RAD51 paralog D	602954	RAD51D	5892	ENSG00000185379,ENST00000345365;;;ENST00000345365		{Breast-ovarian cancer, familial, susceptibility to, 4}	614291		3	Rad51d
17q12	17:39688094-39728658	ERBB2, NGL, NEU, HER2, VSCN2	Avian erythroblastic leukemia viral (v-erb-b2) oncogene homolog 2 (neuro/glioblastoma derived oncogene homolog)	164870	ERBB2	2064	ENSG00000141736,ENST00000269571;;;ENST00000269571	mutation identified in 1 VSCN2 family	?Visceral neuropathy, familial, 2, autosomal recessive	619465	Autosomal recessive	3	Erbb2
17q12	17:39688094-39728658	ERBB2, NGL, NEU, HER2, VSCN2	Avian erythroblastic leukemia viral (v-erb-b2) oncogene homolog 2 (neuro/glioblastoma derived oncogene homolog)	164870	ERBB2	2064	ENSG00000141736,ENST00000269571;;;ENST00000269571	mutation identified in 1 VSCN2 family	Adenocarcinoma of lung, somatic	211980		3	Erbb2
17q12	17:39688094-39728658	ERBB2, NGL, NEU, HER2, VSCN2	Avian erythroblastic leukemia viral (v-erb-b2) oncogene homolog 2 (neuro/glioblastoma derived oncogene homolog)	164870	ERBB2	2064	ENSG00000141736,ENST00000269571;;;ENST00000269571	mutation identified in 1 VSCN2 family	Gastric cancer, somatic	613659		3	Erbb2
17q12	17:39688094-39728658	ERBB2, NGL, NEU, HER2, VSCN2	Avian erythroblastic leukemia viral (v-erb-b2) oncogene homolog 2 (neuro/glioblastoma derived oncogene homolog)	164870	ERBB2	2064	ENSG00000141736,ENST00000269571;;;ENST00000269571	mutation identified in 1 VSCN2 family	Glioblastoma, somatic	137800		3	Erbb2
17q12	17:39688094-39728658	ERBB2, NGL, NEU, HER2, VSCN2	Avian erythroblastic leukemia viral (v-erb-b2) oncogene homolog 2 (neuro/glioblastoma derived oncogene homolog)	164870	ERBB2	2064	ENSG00000141736,ENST00000269571;;;ENST00000269571	mutation identified in 1 VSCN2 family	Ovarian cancer, somatic	167000		3	Erbb2
17q21.2	17:40624962-40647818	SMARCE1, BAF57, CSS5	SWI/SNF-related, matrix-associated, actin-dependent regulator of chromatin, subfamily E, member 1	603111	SMARCE1	6605	ENSG00000073584,ENST00000348513;;;ENST00000348513		Coffin-Siris syndrome 5	616938	Autosomal dominant	3	Smarce1
17q21.2	17:40624962-40647818	SMARCE1, BAF57, CSS5	SWI/SNF-related, matrix-associated, actin-dependent regulator of chromatin, subfamily E, member 1	603111	SMARCE1	6605	ENSG00000073584,ENST00000348513;;;ENST00000348513		{Meningioma, familial, susceptibility to}	607174	Autosomal dominant	3	Smarce1
17q21.31	17:43044295-43170327	BRCA1, PSCP, BROVCA1, PNCA4, FANCS	BRCA1 DNA repair-associated protein	113705	BRCA1	672	ENSG00000012048,ENST00000357654;;;ENST00000357654		Fanconi anemia, complementation group S	617883	Autosomal recessive	3	Brca1
17q21.31	17:43044295-43170327	BRCA1, PSCP, BROVCA1, PNCA4, FANCS	BRCA1 DNA repair-associated protein	113705	BRCA1	672	ENSG00000012048,ENST00000357654;;;ENST00000357654		{Breast-ovarian cancer, familial, 1}	604370	Autosomal dominant; Multifactorial	3	Brca1
17q21.31	17:43044295-43170327	BRCA1, PSCP, BROVCA1, PNCA4, FANCS	BRCA1 DNA repair-associated protein	113705	BRCA1	672	ENSG00000012048,ENST00000357654;;;ENST00000357654		{Pancreatic cancer, susceptibility to, 4}	614320		3	Brca1
17q21.32	17:47189433-47227650	MYL4	Myosin, light polypeptide-4, alkali, atrial, embryonic	160770	MYL4	4635	ENSG00000198336,ENST00000393450;;;ENST00000393450	mutation identified in 1 ATFB18 family	?Atrial fibrillation, familial, 18	617280	Autosomal dominant	3	Myl4
17q22	17:58692573-58735611	RAD51C, FANCO, BROVCA3	RAD52 paralog C	602774	RAD51C	5889	ENSG00000108384,ENST00000337432;;;ENST00000337432		Fanconi anemia, complementation group O	613390	Autosomal recessive	3	Rad51c
17q22	17:58692573-58735611	RAD51C, FANCO, BROVCA3	RAD52 paralog C	602774	RAD51C	5889	ENSG00000108384,ENST00000337432;;;ENST00000337432		{Breast-ovarian cancer, familial, susceptibility to, 3}	613399		3	Rad51c
17q24.3	17:70169532-70180044	KCNJ2, HHIRK1, KIR2.1, IRK1, LQT7, SQT3, ATFB9	Potassium channel, inwardly rectifying, subfamily J, member 2	600681	KCNJ2	3759	ENSG00000123700,ENST00000243457;;;ENST00000243457		Andersen syndrome	170390	Autosomal dominant	3	Kcnj2
17q24.3	17:70169532-70180044	KCNJ2, HHIRK1, KIR2.1, IRK1, LQT7, SQT3, ATFB9	Potassium channel, inwardly rectifying, subfamily J, member 2	600681	KCNJ2	3759	ENSG00000123700,ENST00000243457;;;ENST00000243457		Atrial fibrillation, familial, 9	613980	Autosomal dominant	3	Kcnj2
17q24.3	17:70169532-70180044	KCNJ2, HHIRK1, KIR2.1, IRK1, LQT7, SQT3, ATFB9	Potassium channel, inwardly rectifying, subfamily J, member 2	600681	KCNJ2	3759	ENSG00000123700,ENST00000243457;;;ENST00000243457		Short QT syndrome 3	609622		3	Kcnj2
17q25.1	17:75827225-75844404	UNC13D, MUNC13-4, HPLH3, HLH3, FHL3	unc-13 homolog D	608897	UNC13D	201294	ENSG00000092929,ENST00000207549;;;ENST00000207549		Hemophagocytic lymphohistiocytosis, familial, 3	608898	Autosomal recessive	3	Unc13d
17q25.3	17:82239019-82273750	CSNK1D, ASPS, FASPS2	Casein kinase-1, delta	600864	CSNK1D	1453	ENSG00000141551,ENST00000314028;;;ENST00000314028		Advanced sleep-phase syndrome, familial, 2	615224	Autosomal dominant	3	Csnk1d



Phenotype Mapping Key
1 - The disorder is placed on the map due to its association with a gene, but the underlying defect is not known.
2 - The disorder was placed on the map by statistical methods.
3 - The molecular basis of the disorder is known.
4 - A contiguous gene duplication or deletion syndrome in which multiple genes are involved.



This search returned 238 entries which exceeded the maximum of 200 so the results were truncated
You can register for MIMmatch ( https:///mimmatch/ ) to raise this limit to 1,000
You can register for downloads ( https:///downloads ) and/or the API ( https:///api ) for more search/download options





